nazwa_zmiennej;kraj;wojewodztwo;status_zdajacych;plec;typ_informacji_z_jednostka_miary;rok;wartosc;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;mężczyźni;wartość [osoba];2021;7810;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;kobiety;wartość [osoba];2021;9412;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;mężczyźni;wartość [osoba];2022;7667;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;kobiety;wartość [osoba];2022;9325;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;mężczyźni;wartość [osoba];2023;7166;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;kobiety;wartość [osoba];2023;8746;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;mężczyźni;wartość [osoba];2010;7488;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;kobiety;wartość [osoba];2010;9629;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;mężczyźni;wartość [osoba];2011;6503;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;kobiety;wartość [osoba];2011;7938;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;mężczyźni;wartość [osoba];2012;6546;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;kobiety;wartość [osoba];2012;8260;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;mężczyźni;wartość [osoba];2013;6247;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;kobiety;wartość [osoba];2013;7938;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;mężczyźni;wartość [osoba];2014;5200;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;kobiety;wartość [osoba];2014;6476;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;mężczyźni;wartość [osoba];2015;5259;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;kobiety;wartość [osoba];2015;6428;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;mężczyźni;wartość [osoba];2016;5071;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;kobiety;wartość [osoba];2016;6414;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;mężczyźni;wartość [osoba];2017;5198;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;kobiety;wartość [osoba];2017;6418;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;mężczyźni;wartość [osoba];2018;5171;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;kobiety;wartość [osoba];2018;6133;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;mężczyźni;wartość [osoba];2019;5148;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;kobiety;wartość [osoba];2019;6323;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;mężczyźni;wartość [osoba];2020;4991;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;kobiety;wartość [osoba];2020;6302;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;mężczyźni;wartość [osoba];2021;5538;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;kobiety;wartość [osoba];2021;6783;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;mężczyźni;wartość [osoba];2022;5878;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;kobiety;wartość [osoba];2022;7092;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;mężczyźni;wartość [osoba];2023;6025;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;zdało;kobiety;wartość [osoba];2023;7268;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;mężczyźni;wartość [osoba];2010;19020;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;kobiety;wartość [osoba];2010;22991;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;mężczyźni;wartość [osoba];2011;17624;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;kobiety;wartość [osoba];2011;21466;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;mężczyźni;wartość [osoba];2012;16497;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;kobiety;wartość [osoba];2012;19682;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;mężczyźni;wartość [osoba];2013;15809;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;kobiety;wartość [osoba];2013;19232;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;mężczyźni;wartość [osoba];2014;14522;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;kobiety;wartość [osoba];2014;17211;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;mężczyźni;wartość [osoba];2015;13707;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;kobiety;wartość [osoba];2015;16100;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;mężczyźni;wartość [osoba];2016;13039;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;kobiety;wartość [osoba];2016;15322;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;mężczyźni;wartość [osoba];2017;13288;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;kobiety;wartość [osoba];2017;15054;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;mężczyźni;wartość [osoba];2018;12633;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;kobiety;wartość [osoba];2018;14565;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;mężczyźni;wartość [osoba];2019;12378;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;kobiety;wartość [osoba];2019;14293;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;mężczyźni;wartość [osoba];2020;13273;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;kobiety;wartość [osoba];2020;15398;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;mężczyźni;wartość [osoba];2021;13858;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;kobiety;wartość [osoba];2021;15826;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;mężczyźni;wartość [osoba];2022;13453;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;kobiety;wartość [osoba];2022;15188;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;mężczyźni;wartość [osoba];2023;12774;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;przystąpiło;kobiety;wartość [osoba];2023;14699;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;mężczyźni;wartość [osoba];2010;15412;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;kobiety;wartość [osoba];2010;19030;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;mężczyźni;wartość [osoba];2011;13276;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;kobiety;wartość [osoba];2011;16329;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;mężczyźni;wartość [osoba];2012;13214;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;kobiety;wartość [osoba];2012;16004;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;mężczyźni;wartość [osoba];2013;12800;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;kobiety;wartość [osoba];2013;15785;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;mężczyźni;wartość [osoba];2014;10163;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;kobiety;wartość [osoba];2014;12367;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;mężczyźni;wartość [osoba];2015;10354;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;kobiety;wartość [osoba];2015;12208;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;mężczyźni;wartość [osoba];2016;10086;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;kobiety;wartość [osoba];2016;11963;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;mężczyźni;wartość [osoba];2017;10242;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;kobiety;wartość [osoba];2017;11670;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;mężczyźni;wartość [osoba];2018;9851;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;kobiety;wartość [osoba];2018;11680;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;mężczyźni;wartość [osoba];2019;9796;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;kobiety;wartość [osoba];2019;11484;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;mężczyźni;wartość [osoba];2020;9590;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;kobiety;wartość [osoba];2020;11551;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;mężczyźni;wartość [osoba];2021;9955;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;kobiety;wartość [osoba];2021;11666;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;mężczyźni;wartość [osoba];2022;10420;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;kobiety;wartość [osoba];2022;11843;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;mężczyźni;wartość [osoba];2023;10741;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Śląskie;zdało;kobiety;wartość [osoba];2023;12413;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;mężczyźni;wartość [osoba];2010;5943;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;kobiety;wartość [osoba];2010;7533;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;mężczyźni;wartość [osoba];2011;5590;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;kobiety;wartość [osoba];2011;7252;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;mężczyźni;wartość [osoba];2012;5442;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;kobiety;wartość [osoba];2012;7093;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;mężczyźni;wartość [osoba];2013;5179;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;kobiety;wartość [osoba];2013;6382;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;mężczyźni;wartość [osoba];2014;4776;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;kobiety;wartość [osoba];2014;6022;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;mężczyźni;wartość [osoba];2015;4471;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;kobiety;wartość [osoba];2015;5710;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;mężczyźni;wartość [osoba];2016;4229;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;kobiety;wartość [osoba];2016;5305;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;mężczyźni;wartość [osoba];2017;3969;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;kobiety;wartość [osoba];2017;5238;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;mężczyźni;wartość [osoba];2018;4066;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;kobiety;wartość [osoba];2018;4777;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;mężczyźni;wartość [osoba];2019;3992;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;kobiety;wartość [osoba];2019;4700;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;mężczyźni;wartość [osoba];2020;4157;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;kobiety;wartość [osoba];2020;4690;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;mężczyźni;wartość [osoba];2021;4086;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;kobiety;wartość [osoba];2021;4828;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;mężczyźni;wartość [osoba];2022;3946;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;kobiety;wartość [osoba];2022;4811;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;mężczyźni;wartość [osoba];2023;3817;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;przystąpiło;kobiety;wartość [osoba];2023;4676;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;mężczyźni;wartość [osoba];2010;4604;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;kobiety;wartość [osoba];2010;6189;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;mężczyźni;wartość [osoba];2011;4156;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;kobiety;wartość [osoba];2011;5641;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;mężczyźni;wartość [osoba];2012;4152;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;kobiety;wartość [osoba];2012;5612;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;mężczyźni;wartość [osoba];2013;4030;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;kobiety;wartość [osoba];2013;5150;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;mężczyźni;wartość [osoba];2014;3268;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;kobiety;wartość [osoba];2014;4407;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;mężczyźni;wartość [osoba];2015;3302;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;kobiety;wartość [osoba];2015;4351;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;mężczyźni;wartość [osoba];2016;3322;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;kobiety;wartość [osoba];2016;4315;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;mężczyźni;wartość [osoba];2017;3035;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;kobiety;wartość [osoba];2017;4172;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;mężczyźni;wartość [osoba];2018;3208;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;kobiety;wartość [osoba];2018;3869;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;mężczyźni;wartość [osoba];2019;3095;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;kobiety;wartość [osoba];2019;3849;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;mężczyźni;wartość [osoba];2020;2964;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;kobiety;wartość [osoba];2020;3531;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;mężczyźni;wartość [osoba];2021;2931;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;kobiety;wartość [osoba];2021;3713;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;mężczyźni;wartość [osoba];2022;2981;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;kobiety;wartość [osoba];2022;3843;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;mężczyźni;wartość [osoba];2023;3190;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Świętokrzyskie;zdało;kobiety;wartość [osoba];2023;3921;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;przystąpiło;mężczyźni;wartość [osoba];2010;5889;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;przystąpiło;kobiety;wartość [osoba];2010;7890;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;przystąpiło;mężczyźni;wartość [osoba];2011;5701;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;przystąpiło;kobiety;wartość [osoba];2011;7398;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;przystąpiło;mężczyźni;wartość [osoba];2012;5315;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;przystąpiło;kobiety;wartość [osoba];2012;7134;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;przystąpiło;mężczyźni;wartość [osoba];2013;4979;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;przystąpiło;kobiety;wartość [osoba];2013;6537;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;przystąpiło;mężczyźni;wartość [osoba];2014;4729;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;przystąpiło;kobiety;wartość [osoba];2014;6257;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;przystąpiło;mężczyźni;wartość [osoba];2015;4382;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;przystąpiło;kobiety;wartość [osoba];2015;5751;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;przystąpiło;mężczyźni;wartość [osoba];2016;4048;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;przystąpiło;kobiety;wartość [osoba];2016;5318;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;przystąpiło;mężczyźni;wartość [osoba];2017;4126;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;przystąpiło;kobiety;wartość [osoba];2017;5146;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;przystąpiło;mężczyźni;wartość [osoba];2018;3919;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;przystąpiło;kobiety;wartość [osoba];2018;4907;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;przystąpiło;mężczyźni;wartość [osoba];2019;3808;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;przystąpiło;kobiety;wartość [osoba];2019;4666;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-mazurskie;przystąpiło;mężczyźni;wartość [osoba];2020;3907;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-mazurskie;przystąpiło;kobiety;wartość [osoba];2020;4888;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-mazurskie;przystąpiło;mężczyźni;wartość [osoba];2021;4436;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-mazurskie;przystąpiło;kobiety;wartość [osoba];2021;5161;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-mazurskie;przystąpiło;mężczyźni;wartość [osoba];2022;4091;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-mazurskie;przystąpiło;kobiety;wartość [osoba];2022;5021;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-mazurskie;przystąpiło;mężczyźni;wartość [osoba];2023;3632;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-mazurskie;przystąpiło;kobiety;wartość [osoba];2023;4470;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;zdało;mężczyźni;wartość [osoba];2010;4745;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;zdało;kobiety;wartość [osoba];2010;6340;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;zdało;mężczyźni;wartość [osoba];2011;4174;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;zdało;kobiety;wartość [osoba];2011;5428;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;zdało;mężczyźni;wartość [osoba];2012;4125;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;zdało;kobiety;wartość [osoba];2012;5615;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;zdało;mężczyźni;wartość [osoba];2013;3926;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;zdało;kobiety;wartość [osoba];2013;5290;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;zdało;mężczyźni;wartość [osoba];2014;3174;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;zdało;kobiety;wartość [osoba];2014;4266;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;zdało;mężczyźni;wartość [osoba];2015;3164;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;zdało;kobiety;wartość [osoba];2015;4022;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;zdało;mężczyźni;wartość [osoba];2016;3085;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;zdało;kobiety;wartość [osoba];2016;4024;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;zdało;mężczyźni;wartość [osoba];2017;3126;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;zdało;kobiety;wartość [osoba];2017;3742;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;zdało;mężczyźni;wartość [osoba];2018;2968;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;zdało;kobiety;wartość [osoba];2018;3867;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;zdało;mężczyźni;wartość [osoba];2019;2913;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-Mazurskie;zdało;kobiety;wartość [osoba];2019;3639;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-mazurskie;zdało;mężczyźni;wartość [osoba];2020;2608;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-mazurskie;zdało;kobiety;wartość [osoba];2020;3465;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-mazurskie;zdało;mężczyźni;wartość [osoba];2021;3138;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-mazurskie;zdało;kobiety;wartość [osoba];2021;3730;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-mazurskie;zdało;mężczyźni;wartość [osoba];2022;3106;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-mazurskie;zdało;kobiety;wartość [osoba];2022;3787;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-mazurskie;zdało;mężczyźni;wartość [osoba];2023;3039;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Warmińsko-mazurskie;zdało;kobiety;wartość [osoba];2023;3740;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;mężczyźni;wartość [osoba];2010;14251;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;kobiety;wartość [osoba];2010;18497;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;mężczyźni;wartość [osoba];2011;13173;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;kobiety;wartość [osoba];2011;17444;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;mężczyźni;wartość [osoba];2012;12877;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;kobiety;wartość [osoba];2012;16844;
